Level,Item,Description,Revision,Type,Status,Engineering Item,Item Seq,Op Seq,Alternate,Engineering Bill,Comments,UOM,Basis,Quantity,Planning %,Yield,Extended Quantity,Effectivity Control,From,To,From Date,To Date,Disabled,Implemented,ECO,Supply Type,Subinventory,Locator,Costed,Unit Cost,Extended Quantity,Extended Cost,Operation Seq,Manufacturing,Offset,Cumulative Manufacuturing,Cumulative Total,Optional,Mutually Exclusive,ATP,Min Qty,Max Qty,Sales Order Basis,Shippable,Include on Ship Docs,Required To Ship,Required For Revenue
3,WQGAE03385,"PH ANALYSER : PH Sensor: 3900-02-10	00	Finished good	Active		6	1				NOS	Item	1	100	1	1	Date			24-FEB-2025 18:27:59			*	WVO-768160	Push					1		1	90									None	*				_x000D_
3	                WQGAA05232	PRESSURE INSTR: DIFFERENTIAL PRESSURE TRANSMITTER, FOR CALIBRATION RANGE 0-1.5 kg/cm2, WITH 5 VALVE 'T' TYPE MANIFOLD, AS PER PROJECT SPECIFIC DOCUMENT	00	Finished good	Active		7	1				NOS	Item	1	100	1	1	Date			24-FEB-2025 18:27:59			*	WVO-768160	Push					1		1	30									None	*				_x000D_
3	                WQGAB03406	FLOW INSTR :  DP TYPE FLOW TRANSMITTER, FOR RANGE 0 -162 M3/HR, DIAPHRAGM-SS316L WITH 5 VALVE 'T' TYPE MANIFOLD & PLUG, AS PER PROJECT SPECIFIC DOCUMENT	00	Finished good	Active		8	1				NOS	Item	1	100	1	1	Date			24-FEB-2025 18:27:59			*	WVO-768160	Push					1		1	60									None	*				_x000D_
2	        -  W630414H16	CONTROL VALVE SPARES BOM-1	01	SOS Dummy	Active		14	1				LOT	Item	1	100	1	1	Date			06-MAR-2025 14:26:22			*	WVO-768579	Push					1		1										None					_x000D_
3	                WQGAJ01167	CONTROL VALVE SPARES AS PER PROJECT SPECIFIC DOCUMENT	00	Finished good	Active		1	1				SET	Item	1	100	1	1	Date			06-MAR-2025 14:26:22			*	WVO-768579	Push					1		1	60									None	*				_x000D_
2	        -  W630414H17	CONTROL VALVE-BOM 2	01	SOS Dummy	Active		15	1				LOT	Item	1	100	1	1	Date			19-MAR-2025 16:47:23			*	WVO-769025	Push					1		1										None					_x000D_
3	                WQGAJ01168	GLOBE CONTROL VALVE, BODY MOC: CF8M SST, SIZE 6 ANSI 300#,  SMART POSITIONER WITH IN-BUILT POSITION TRANSMITTER AND WITH UT/RT ON CF8M BODY, WITH ALL ACCESSORIES  AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,1,1,,,,NOS,Item,1,100,1,1,Date,,,2025-03-19,,,*,WVO-769025,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
3,WQGAJ01169,"GLOBE CONTROL VALVE, BODY MOC: CF8M SST, SIZE 6"" ANSI 300#,  SMART POSITIONER WITH IN-BUILT POSITION TRANSMITTER AND WITHOUT UT/RT ON CF8M BODY, WITH ALL ACCESSORIES  AS PER PROJECT SPECIFIC DOCUMENT",0,Finished good,Active,,2,1,,,,NOS,Item,1,100,1,1,Date,,,2025-03-19,,,*,WVO-769025,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
2,-  W000630414IN4501,"SOS, for Instru_Instrument Cable",1,SOS Dummy,Active,,16,1,,,,LOT,Item,1,100,1,1,Date,,,2025-06-27,,,*,WVO-772616,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,W111110001,"Control Cable, 4C, 1.5 Sq.mm, Stranded, Copper Conductor, XLPE Insulated, Steel Wire Armoured, Voltage Grade-300/500 V, As Per-EN 50288-7, TBD",0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,MTR,Item,600,100,1,600,Date,,,2025-06-27,,,*,WVO-772616,Push,,,,,600,,1,,,,,,,,,,None,*,,,
3,W111110002,"Control Cable, 2C, 1.5 Sq.mm, Stranded, Copper Conductor, XLPE Insulated, Steel Wire Armoured, Voltage Grade-300/500 V, As Per-EN 50288-7, TBD",0,XX_TMX_EW_MRP_Planned_Item,Active,,2,1,,,,MTR,Item,620,100,1,620,Date,,,2025-06-27,,,*,WVO-772616,Push,,,,,620,,1,,,,,,,,,,None,*,,,
3,W111100001,"Instrument Cable, 1P, 1 Sq.mm, Stranded, Copper Conductor, Aluminium Mylar, XLPE Insulated, Steel Wire Armoured, Voltage Grade-300 / 500 V, As Per-EN 50288-7, TBD",0,XX_TMX_EW_MRP_Planned_Item,Active,,3,1,,,,MTR,Item,820,100,1,820,Date,,,2025-06-27,,,*,WVO-772616,Push,,,,,820,,1,,,,,,,,,,None,*,,,
2,-  W000630414IN4802,"SOS, for Instru_Air Manifold",1,SOS Dummy,Active,,17,1,,,,LOT,Item,1,100,1,1,Date,,,2025-07-28,,,*,WVO-773840,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,W213120002,"Air Manifold, MOC-SS316, No Of Ways-12 Way, I/L Conn-25NB #300, O/L Connection-1/2 in NPT(F), Drain Connection-1/2 in NPT(F), Inlet-Flg Ball Vlv, 25NB #300, O/L-FB Ball Valve,1/2 in NPTF, Drain-FB Ball Vlv,1/2 in NPTF",0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,NOS,Item,3,100,1,3,Date,,,2025-07-28,,,*,WVO-773840,Push,,,,,3,,1,,,,,,,,,,None,*,,,
2,-  W000630414IN4602,"SOS, for Instru_Instrument Junction Box",1,SOS Dummy,Active,,18,1,,,,LOT,Item,0,100,1,0,Date,,,2025-11-03,,,*,WVO-777440,Push,,,,,0,,1,,,,,,,,,,None,,,,
3,W117180014,"Junction Box, Hazardous, 20 TB, IP65, FRP, 2.5 Sq.mm, TBD, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,NOS,Item,5,100,1,0,Date,,,2025-11-03,,,*,WVO-773936,Push,,,,,0,,1,,,,,,,,,,None,*,,,
3,W117180013,"Junction Box, Hazardous, 40 TB, IP65, FRP, 2.5 Sq.mm, TBD, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,2,1,,,,NOS,Item,7,100,1,0,Date,,,2025-11-03,,,*,WVO-773936,Push,,,,,0,,1,,,,,,,,,,None,*,,,
2,-  W000630414IN4603,"SOS, for Instru_Instrument Junction Box",1,SOS Dummy,Active,,19,1,,,,LOT,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,W117180043,"Junction Box, Hazardous, 20 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620401-C, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180054,"Junction Box, Hazardous, 20 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620402-C, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,2,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180053,"Junction Box, Hazardous, 20 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620403-C, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,3,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180052,"Junction Box, Hazardous, 20 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620404-C, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,4,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180051,"Junction Box, Hazardous, 20 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620406-E, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,5,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180050,"Junction Box, Hazardous, 40 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620401-A, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,6,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180049,"Junction Box, Hazardous, 40 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620402-A, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,7,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180048,"Junction Box, Hazardous, 40 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620403-A, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,8,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180047,"Junction Box, Hazardous, 40 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620404-A, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,9,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180046,"Junction Box, Hazardous, 40 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620401-E, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,10,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180045,"Junction Box, Hazardous, 40 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620402-E, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,11,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W117180044,"Junction Box, Hazardous, 40 TB, IP65, FRP, 2.5 Sq.mm, Phoenix Mecano Make Enclosure, Tag# JB-EPE255-620403-E, Ex(e) Certified, IS",0,XX_TMX_EW_MRP_Planned_Item,Active,,12,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-03,,,*,WVO-777441,Push,,,,,1,,1,,,,,,,,,,None,*,,,
2,-  W000630414CO4602,"SOS, for Comn_Instrument Hook up",1,SOS Dummy,Active,,20,1,,,,LOT,Item,1,100,1,1,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WMGAK01007,"INSTR LOOP MAT : TUBE :1/2"" OD ASTM A 269 TP 316L SEAMLESS TUBE  WALL THICKNESS 0.065""",0,Finished good,Active,,4,1,,,,MTR,Item,720,100,1,720,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,720,,1,30,,,,,,,,,None,*,,,
3,WMGAK04038,"INSTR LOOP MAT : SS 316 FTG :SS 316 CONNECTOR: 1/2"" NPT(M) X SUIT. FOR  1/2"" OD SS TUBE WITH 1 NUT & 1 FERRULE",0,Finished good,Active,,5,1,,,,NOS,Item,100,100,1,100,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,100,,1,30,,,,,,,,,None,*,,,
3,WMGAK04066,"SS 316 UNION SUITABLE FOR  1/2"" OD SS TUBE WITH 2 NUTS & 2 FERRULES",0,Finished good,Active,,6,1,,,,NOS,Item,75,100,1,75,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,75,,1,60,,,,,,,,,None,*,,,
3,WMGAK04037,"INSTR LOOP MAT : SS 316 FTG :SS 316 CONNECTOR: 1/4"" NPT(M) X SUIT. FOR  1/2"" OD SS TUBE WITH 1 NUT & 1 FERRULE",0,Finished good,Active,,7,1,,,,NOS,Item,35,100,1,35,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,35,,1,30,,,,,,,,,None,*,,,
3,WMA2EA1006,"GASKET,NEOPRENE RUBBER,FULL FACE; 3THK,ANSI B16.5 150#,LATEST EDN;50NB",0,Finished good,Active,,8,1,,,,NOS,Item,6,100,1,6,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,6,,1,30,,,,,,,,,None,*,,,
3,WMA2EA1009,"GASKET,NEOPRENE RUBBER,FULL FACE; 3THK,ANSI B16.5 150#,LATEST EDN;100NB",0,Finished good,Active,,9,1,,,,NOS,Item,8,100,1,8,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,8,,1,30,,,,,,,,,None,*,,,
3,WQA2RA1054,"Gasket - Spiral Wound,18%Cr-8%Ni Steel, Max Brinell Hardness 160, Flex. Graphite Filler,Class 150,With 1/8 Inch Thick Carbon Steel Centering Ring,Per API 601; 4""",0,Finished good,Active,,10,1,,,,NOS,Item,10,100,1,10,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,10,,1,90,,,,,,,,,None,*,,,
3,WMA1BA4040,"BOLT,NUT&2WASHER,CARBON STEEL,BLUE ZINC PASSIVATED; SA193,GR.B7/SA194,GR.2H,LATEST EDN,B18.2.2,IS 2016;M16 X 80 LG",0,Finished good,Active,,11,1,,,,NOS,Item,104,100,1,104,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,104,,1,60,,,,,,,,,None,*,,,
3,WQGAK06026,"TUBE CLAMP WITH ASSEMBLY; MOC - PP : FOR 1/2"" OD TUBE AS PER RIL SPECIFICATION J10-145",0,Finished good,Active,,12,1,,,,NOS,Item,350,100,1,350,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,350,,1,60,,,,,,,,,None,*,,,
3,WMGAK04043,"INSTR LOOP MAT : SS 316 FTG :SS 316 TEE SUITABLE FOR 1/2"" OD TUBE  WITH 3 NUTS & 3 FERRULES",0,Finished good,Active,,13,1,,,,NOS,Item,20,100,1,20,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,20,,1,30,,,,,,,,,None,*,,,
3,W444280008,"Manual Needle Valve, Pr Rating-5000PSI, Make-Swagelok, Body/Bonnet-SS316, Needle-SS316, Tube fitting (OD), 1/2 Inch",0,XX_TMX_EW_MRP_Planned_Item,Active,,14,1,,,,NOS,Item,25,100,1,25,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,25,,1,,,,,,,,,,None,*,,,
3,WQGAK04122,"SS316 TUBE CAP SUIT  FOR 1/2"" OD SS TUBE WITH 1 NUT & 1 FERRULE",0,Finished good,Active,,15,1,,,,NOS,Item,20,100,1,20,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,20,,1,30,,,,,,,,,None,*,,,
3,WMGAC11008,"MOUNTING FLANGE FOR LEVEL TRANSMITTER 4"" DRILLING AS PER ANSI-150-B-16.5 WITH 1-1/2"" NPT(F), AS PER DRG NO. WEJMB00019",0,Finished good,Active,,16,1,,,,NOS,Item,6,100,1,6,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,6,,1,90,,,,,,,,,None,*,,,
3,WMGAK05002,"Flange, Socket Weld-Type, Size-25NB, SS316, SA240 GR. 316, 150#, ANSI B 16.5, Full Face(FF), Thk-10mm",0,Finished good,Active,,17,1,,,,NOS,Item,1,100,1,1,Date,,,2025-11-20,,,*,WVO-778202,Push,,,,,1,,1,30,,,,,,,,,None,*,,,
2,-  W000630414IN4901,"SOS, for Instru_Instrument Cable Gland",1,SOS Dummy,Active,,21,1,,,,LOT,Item,1,100,1,1,Date,,,2026-03-10,,,*,WVO-782766,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WMFAG01146,"CABLE GLANDS ETC : NICKEL PLATED BRASS, CABLE GLAND, FOR ARM CABLE,CBW01SS, WITH M20 THREADING, AS PER DOC NO. WGEFD00001",0,Finished good,Active,,1,1,,,,NOS,Item,70,100,1,70,Date,,,2026-03-10,,,*,WVO-782766,Push,,,,,70,,1,90,,,,,,,,,None,*,,,
3,WMFAG01026,"CABLE GLANDS ETC : NICKEL PLATED BRASS, CABLE GLAND, FOR ARM CABLE,CBW01S, WITH 1/2"" NPT (M) THREADING, AS PER DOC NO. WGEFD00001",0,Finished good,Active,,2,1,,,,NOS,Item,55,100,1,55,Date,,,2026-03-10,,,*,WVO-782766,Push,,,,,55,,1,,,,,,,,,,None,*,,,
3,WQFAG01030,"CABLE GLANDS ETC : NICKEL PLATED BRASS, CABLE GLAND, FOR ARM CABLE,CBW01SS, WITH M20 THREADING, AS PER DOC NO. WGEFD00001",0,Finished good,Active,,3,1,,,,NOS,Item,140,100,1,140,Date,,,2026-03-10,,,*,WVO-782766,Push,,,,,140,,1,90,,,,,,,,,None,*,,,
3,WMFAG01027,"CABLE GLANDS ETC : NICKEL PLATED BRASS, CABLE GLAND, FOR ARM CABLE,CBW01S, WITH M20 THREADING, AS PER DOC NO. WGEFD00001",0,Finished good,Active,,4,1,,,,NOS,Item,55,100,1,55,Date,,,2026-03-10,,,*,WVO-782766,Push,,,,,55,,1,,,,,,,,,,None,*,,,
3,WMFAG01032,"CABLE GLANDS ETC : NICKEL PLATED BRASS, CABLE GLAND, FOR ARM CABLE,CBW01SS, WITH 1/2"" NPT (M) THREADING, AS PER DOC NO. WGEFD00001",0,Finished good,Active,,5,1,,,,NOS,Item,70,100,1,70,Date,,,2026-03-10,,,*,WVO-782766,Push,,,,,70,,1,42,,,,,,,,,None,*,,,
3,WMFAG01186,PVC SHROUD SUITABLE FOR GLAND COMET MAKE : CBW01S WITH M20 THREADING,0,Finished good,Active,,6,1,,,,NOS,Item,200,100,1,200,Date,,,2026-03-10,,,*,WVO-782766,Push,,,,,200,,1,90,,,,,,,,,None,*,,,
3,WQFAG09045,"PVC SHROUD FOR CABLE GLAND SIZE CBW01S, WITH 1/2"" NPT (M) THREADING",0,Finished good,Active,,7,1,,,,NOS,Item,200,100,1,200,Date,,,2026-03-10,,,*,WVO-782766,Push,,,,,200,,1,90,,,,,,,,,None,*,,,
1,-  W630414L01,MISCELLANEOUS ITEMS,9,SOS Dummy,Active,,6,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765672,Push,,,,,1,,1,,,,,,,,,,None,,,,
2,-  W630414L02,NAME PLATE,1,SOS Dummy,Active,,1,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765672,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQXMAD9001,FABRICATION OF NAME PLATE AS PER DWG; WFMCA00440,0,Finished good,Active,,1,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-01,,,*,WVO-765672,Push,,,,,3,,1,60,,,,,,,,,None,*,,,
3,WQXMAD9003,FABRICATION OF NAME PLATE AS PER DWG; WFMEA00042,0,Finished good,Active,,2,1,,,,NOS,Item,2,100,1,2,Date,,,2025-01-01,,,*,WVO-765672,Push,,,,,2,,1,60,,,,,,,,,None,*,,,
3,WQXMAD9002,FABRICATION OF NAME PLATE AS PER DWG; WFMEA00041,0,Finished good,Active,,3,1,,,,NOS,Item,2,100,1,2,Date,,,2025-01-01,,,*,WVO-765672,Push,,,,,2,,1,60,,,,,,,,,None,*,,,
3,WQXMAD9004,FABRICATION OF NAME PLATE AS PER DWG; WFMOA00240,0,Finished good,Active,,4,1,,,,NOS,Item,2,100,1,2,Date,,,2025-01-01,,,*,WVO-765672,Push,,,,,2,,1,60,,,,,,,,,None,*,,,
2,-  W630414L03,FOUNDATION BOLT & PACKING PLATE,1,SOS Dummy,Active,,2,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765673,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQXFAD8058,MS FOUNDATION BOLT; M48 X 300 LONG FOUNDATION BOLT AS PER DRG;,0,Finished good,Active,,1,1,,,,NOS,Item,48,100,1,48,Date,,,2025-01-01,,,*,WVO-765673,Push,,,,,48,,1,60,,,,,,,,,None,*,,,
3,WQ2ACA1105,FAB OF FOUNDATION BOLT; AS PER DRG; WFMSA01418,0,Finished good,Active,,2,1,,,,SET,Item,16,100,1,16,Date,,,2025-01-01,,,*,WVO-765673,Push,,,,,16,,1,60,,,,,,,,,None,*,,,
3,WMA1SA1028,"ANCHOR FASTNERS,EXPANSION TYPE; CARBON STEEL,ZINC PLATED;M20 X 200 LG",0,Finished good,Active,,3,1,,,,NOS,Item,8,100,1,8,Date,,,2025-01-01,,,*,WVO-765673,Push,,,,,8,,1,45,,,,,,,,,None,*,,,
3,WPATAA1003,"PLATE,CARBON STEEL; IS 2062 GR A,LATEST EDN;8THK ,150MM X 250MM",0,Finished good,Active,,4,1,,,,NOS,Item,20,100,1,20,Date,,,2025-01-01,,,*,WVO-765673,Push,,,,,20,,1,30,,,,,,,,,None,*,,,
3,WPATAA1004,"PLATE,CARBON STEEL; IS 2062 GR A,LATEST EDN;6THK ,150MM X 250MM",0,Finished good,Active,,5,1,,,,NOS,Item,20,100,1,20,Date,,,2025-01-01,,,*,WVO-765673,Push,,,,,20,,1,30,,,,,,,,,None,*,,,
2,-  W630414L04,MEDIA TRAP,1,SOS Dummy,Active,,3,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765674,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WPYAAA6002,"Media Trap, 80NB, SS316, Flg Drill Std-ASME B16.5 150#",0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-01,,,*,WVO-765674,Push,,,,,3,,1,60,,,,,,,,,None,*,,,
2,-  W630414L05,INSPECTION WINDOW,1,SOS Dummy,Active,,4,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765675,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WPXLAA1001,RECTANGULAR INSPECTION WINDOW; AS PER DRG;,0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-01,,,*,WVO-765675,Push,,,,,3,,1,60,,,,,,,,,None,*,,,
2,-  W630414L06,MOUNTING FRAME & DISSOLVING BASKET,1,SOS Dummy,Active,,5,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765676,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WPXGAA4014,"Dissolving Basket, MOC-SS316, Tank Dia-1000mm",0,Finished good,Active,,1,1,,,,NOS,Item,4,100,1,4,Date,,,2025-01-01,,,*,WVO-765676,Push,,,,,4,,1,60,,,,,,,,,None,*,,,
3,WQZBAA1029,FAB OF BASE FRAMES FOR DOSING PUMP; AS PER DRG; WFMOC00019,0,Finished good,Active,,2,1,,,,NOS,Item,6,100,1,6,Date,,,2025-01-01,,,*,WVO-765676,Push,,,,,6,,1,60,,,,,,,,,None,*,,,
2,-  W630414L07,STATIC MIXER,1,SOS Dummy,Active,,6,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765677,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WPVASA1002,"Static Mixer, 150NB, FRP, Flg Drill Std-ASME B16.5 150#",0,Finished good,Active,,1,1,,,,NOS,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765677,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
3,WPVAYA1001,"Static Mixer, 300NB, FRP, Flg Drill Std-ASME B16.5 150#",0,Finished good,Active,,2,1,,,,NOS,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765677,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
2,-  W630414L08,STRAINER (Y TYPE),1,SOS Dummy,Active,,7,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765678,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WPCCAC3002,"Y-TYPE STRAINER; FLGD END TO ANSI B16.5,150#,40 MESH SIZE,BODY MOC:PVC WITH NYLON MESH; 25NB",0,Finished good,Active,,1,1,,,,NOS,Item,6,100,1,6,Date,,,2025-01-01,,,*,WVO-765678,Push,,,,,6,,1,90,,,,,,,,,None,*,,,
2,-  W630414L09,SAFETY SHOWER,1,SOS Dummy,Active,,8,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765679,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WPCKAA2001,"Safety Shower+Eye Wash FTN, MOC-GI",0,Finished good,Active,,1,1,,,,NOS,Item,1,100,1,1,Date,,,2025-01-01,,,*,WVO-765679,Push,,,,,1,,1,120,,,,,,,,,None,*,,,
2,-  W000630414MI0801,"SOS, for Static mixer",1,SOS Dummy,Active,,9,1,,,,LOT,Item,1,100,1,1,Date,,,2025-09-18,,,*,WVO-775940,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,W521540001,"Static Mixer, 150NB, SS316",0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,NOS,Item,1,100,1,1,Date,,,2025-09-18,,,*,WVO-775940,Push,,,,,1,,1,,,,,,,,,,None,*,,,
3,W521540002,"Static Mixer, 300NB, SS316",0,XX_TMX_EW_MRP_Planned_Item,Active,,2,1,,,,NOS,Item,1,100,1,1,Date,,,2025-09-18,,,*,WVO-775940,Push,,,,,1,,1,,,,,,,,,,None,*,,,
1,-  W630414F01,VALVES,9,SOS Dummy,Active,,7,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-27,,,*,WVO-766910,Push,,,,,1,,1,,,,,,,,,,None,,,,
2,-  W630414F02,NON-METALLIC VALVES,1,SOS Dummy,Active,,1,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-27,,,*,WVO-766910,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQCAFA9061,"BallValve, MANUAL, BODY: CPVC, TRIM: CPVC, VALVE ENDS: SOCKET END SUIT TO ASTM STD. PIPE, PRESSURE RATING: PN10, SIZE: 1""",0,Finished good,Active,,1,1,,,,NOS,Item,13,100,1,13,Date,,,2025-01-27,,,*,WVO-766910,Push,,,,,13,,1,90,,,,,,,,,None,*,,,
3,WQCAFA9062,"BallValve, MANUAL, BODY: CPVC, TRIM: CPVC, VALVE ENDS: SOCKET END SUIT TO ASTM STD. PIPE, PRESSURE RATING: PN10, SIZE: 1/2""",0,Finished good,Active,,2,1,,,,NOS,Item,2,100,1,2,Date,,,2025-01-27,,,*,WVO-766910,Push,,,,,2,,1,90,,,,,,,,,None,*,,,
3,WQCAFA9063,"BallValve, MANUAL, BODY: CPVC, TRIM: CPVC, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, FF, PRESSURE RATING: PN10, SIZE: 2""",0,Finished good,Active,,3,1,,,,NOS,Item,4,100,1,4,Date,,,2025-01-27,,,*,WVO-766910,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WQCAFA9064,"BallValve, MANUAL, BODY: CPVC, TRIM: CPVC, VALVE ENDS: SOCKET END SUIT TO ASTM STD. PIPE, PRESSURE RATING: PN10, SIZE: 3/4""",0,Finished good,Active,,4,1,,,,NOS,Item,2,100,1,2,Date,,,2025-01-27,,,*,WVO-766910,Push,,,,,2,,1,90,,,,,,,,,None,*,,,
